Time,Focus,FocusReal,Focus Raw,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal
0.239382,0.9525952,0.95259526,1.445070137,0.2806537,0.2806537,0.3715118,0.1669737,0.1977668,0.2503896,0.1669726,0.1710779,0.1645163,0.1454609,0.1855656
0.239611,0.965924,0.965924003,1.520635845,0.2806537,0.2806537,0.3715118,0.1669737,0.1977668,0.2503896,0.1669726,0.1698935,0.1603765,0.1454609,0.1855656
0.239828,0.965924,0.965924003,1.520635845,0.2806537,0.2806537,0.3715118,0.1669737,0.1977668,0.2503896,0.1669726,0.1698935,0.1603765,0.1470227,0.1962032
0.323326,0.965924,0.965924003,1.520635845,0.2914699,0.2914699,0.3885382,0.1669737,0.1977668,0.2503896,0.1669726,0.1698935,0.1603765,0.1470227,0.1962032
0.3236,1.028193,1.028193508,1.554350286,0.2914699,0.2914699,0.3885382,0.1722718,0.1999472,0.2503896,0.1669726,0.1698935,0.1603765,0.1470227,0.1962032
0.323833,1.028193,1.028193508,1.554350286,0.2914699,0.2914699,0.3885382,0.1722718,0.1999472,0.2387793,0.1579558,0.1698935,0.1603765,0.1470227,0.1962032
0.324062,1.044636,1.044635788,1.649324515,0.2914699,0.2914699,0.3885382,0.1722718,0.1999472,0.2387793,0.1579558,0.1685511,0.1556906,0.1470227,0.1962032
0.329066,1.044636,1.044635788,1.649324515,0.2914699,0.2914699,0.3885382,0.1722718,0.1999472,0.2387793,0.1579558,0.1685511,0.1556906,0.1492403,0.2026577
0.422912,1.044636,1.044635788,1.649324515,0.300805,0.300805,0.4001638,0.1722718,0.1999472,0.2387793,0.1579558,0.1685511,0.1556906,0.1492403,0.2026577
0.423185,1.09389,1.093890255,1.714834906,0.300805,0.300805,0.4001638,0.1762863,0.2038794,0.2387793,0.1579558,0.1685511,0.1556906,0.1492403,0.2026577
0.423417,1.09389,1.093890255,1.714834906,0.300805,0.300805,0.4001638,0.1762863,0.2038794,0.2295393,0.1505115,0.1685511,0.1556906,0.1492403,0.2026577
0.423638,1.117718,1.117718484,1.793079478,0.300805,0.300805,0.4001638,0.1762863,0.2038794,0.2295393,0.1505115,0.1667448,0.1522557,0.1492403,0.2026577
0.42386,1.117718,1.117718484,1.793079478,0.300805,0.300805,0.4001638,0.1762863,0.2038794,0.2295393,0.1505115,0.1667448,0.1522557,0.1513201,0.2156144
0.556968,1.117718,1.117718484,1.793079478,0.3106671,0.3106671,0.406583,0.1762863,0.2038794,0.2295393,0.1505115,0.1667448,0.1522557,0.1513201,0.2156144
0.557256,1.168343,1.168342598,1.865037802,0.3106671,0.3106671,0.406583,0.1802343,0.2079301,0.2295393,0.1505115,0.1667448,0.1522557,0.1513201,0.2156144
0.55749,1.168343,1.168342598,1.865037802,0.3106671,0.3106671,0.406583,0.1802343,0.2079301,0.2202535,0.1454644,0.1667448,0.1522557,0.1513201,0.2156144
0.557732,1.192941,1.192940739,1.905186867,0.3106671,0.3106671,0.406583,0.1802343,0.2079301,0.2202535,0.1454644,0.1650167,0.1506429,0.1513201,0.2156144
0.557955,1.192941,1.192940739,1.905186867,0.3106671,0.3106671,0.406583,0.1802343,0.2079301,0.2202535,0.1454644,0.1650167,0.1506429,0.1559193,0.2195923
0.674883,1.192941,1.192940739,1.905186867,0.3210473,0.3210473,0.4137906,0.1802343,0.2079301,0.2202535,0.1454644,0.1650167,0.1506429,0.1559193,0.2195923
0.675185,1.239528,1.239528387,1.900019294,0.3210473,0.3210473,0.4137906,0.1837199,0.207648,0.2202535,0.1454644,0.1650167,0.1506429,0.1559193,0.2195923
0.675414,1.239528,1.239528387,1.900019294,0.3210473,0.3210473,0.4137906,0.1837199,0.207648,0.2113275,0.1432495,0.1650167,0.1506429,0.1559193,0.2195923
0.675641,1.265924,1.265923925,1.948327351,0.3210473,0.3210473,0.4137906,0.1837199,0.207648,0.2113275,0.1432495,0.1632873,0.1487636,0.1559193,0.2195923
0.675857,1.265924,1.265923925,1.948327351,0.3210473,0.3210473,0.4137906,0.1837199,0.207648,0.2113275,0.1432495,0.1632873,0.1487636,0.1624642,0.2313788
0.757702,1.265924,1.265923925,1.948327351,0.3313655,0.3313655,0.4128304,0.1837199,0.207648,0.2113275,0.1432495,0.1632873,0.1487636,0.1624642,0.2313788
0.757982,1.308561,1.308561296,1.920494075,0.3313655,0.3313655,0.4128304,0.1867882,0.2061594,0.2113275,0.1432495,0.1632873,0.1487636,0.1624642,0.2313788
0.758298,1.308561,1.308561296,1.920494075,0.3313655,0.3313655,0.4128304,0.1867882,0.2061594,0.2032329,0.1464554,0.1632873,0.1487636,0.1624642,0.2313788
0.758523,1.337736,1.337735611,1.914720648,0.3313655,0.3313655,0.4128304,0.1867882,0.2061594,0.2032329,0.1464554,0.161497,0.1489877,0.1624642,0.2313788
0.758746,1.337736,1.337735611,1.914720648,0.3313655,0.3313655,0.4128304,0.1867882,0.2061594,0.2032329,0.1464554,0.161497,0.1489877,0.1689791,0.2352331
0.842408,1.337736,1.337735611,1.914720648,0.3411294,0.3411294,0.4092466,0.1867882,0.2061594,0.2032329,0.1464554,0.161497,0.1489877,0.1689791,0.2352331
0.842681,1.377604,1.377603478,1.883496847,0.3411294,0.3411294,0.4092466,0.1895512,0.2044716,0.2032329,0.1464554,0.161497,0.1489877,0.1689791,0.2352331
0.842908,1.377604,1.377603478,1.883496847,0.3411294,0.3411294,0.4092466,0.1895512,0.2044716,0.1960326,0.1518815,0.161497,0.1489877,0.1689791,0.2352331
0.843139,1.408175,1.408175035,1.862607217,0.3411294,0.3411294,0.4092466,0.1895512,0.2044716,0.1960326,0.1518815,0.1597343,0.1498209,0.1689791,0.2352331
0.843371,1.408175,1.408175035,1.862607217,0.3411294,0.3411294,0.4092466,0.1895512,0.2044716,0.1960326,0.1518815,0.1597343,0.1498209,0.1759,0.2300718
0.95767,1.408175,1.408175035,1.862607217,0.3496643,0.3496643,0.4001148,0.1895512,0.2044716,0.1960326,0.1518815,0.1597343,0.1498209,0.1759,0.2300718
0.957962,1.449632,1.449632276,1.892429396,0.3496643,0.3496643,0.4001148,0.1923212,0.206102,0.1960326,0.1518815,0.1597343,0.1498209,0.1759,0.2300718
0.958264,1.449632,1.449632276,1.892429396,0.3496643,0.3496643,0.4001148,0.1923212,0.206102,0.1897028,0.1578066,0.1597343,0.1498209,0.1759,0.2300718
0.958509,1.478529,1.478529288,1.874730019,0.3496643,0.3496643,0.4001148,0.1923212,0.206102,0.1897028,0.1578066,0.1581656,0.1505264,0.1759,0.2300718
0.958724,1.478529,1.478529288,1.874730019,0.3496643,0.3496643,0.4001148,0.1923212,0.206102,0.1897028,0.1578066,0.1581656,0.1505264,0.1819072,0.2255957
1.045805,1.478529,1.478529288,1.874730019,0.3563877,0.3563877,0.3891273,0.1923212,0.206102,0.1897028,0.1578066,0.1581656,0.1505264,0.1819072,0.2255957
1.046187,1.522602,1.522601681,1.931498559,0.3563877,0.3563877,0.3891273,0.1951665,0.2091992,0.1897028,0.1578066,0.1581656,0.1505264,0.1819072,0.2255957
1.046425,1.522602,1.522601681,1.931498559,0.3563877,0.3563877,0.3891273,0.1951665,0.2091992,0.1843391,0.1639284,0.1581656,0.1505264,0.1819072,0.2255957
1.046648,1.546443,1.54644312,1.946292875,0.3563877,0.3563877,0.3891273,0.1951665,0.2091992,0.1843391,0.1639284,0.1569417,0.1499532,0.1819072,0.2255957
1.046865,1.546443,1.54644312,1.946292875,0.3563877,0.3563877,0.3891273,0.1951665,0.2091992,0.1843391,0.1639284,0.1569417,0.1499532,0.1866672,0.2216989
1.175101,1.546443,1.54644312,1.946292875,0.3622514,0.3622514,0.3874199,0.1951665,0.2091992,0.1843391,0.1639284,0.1569417,0.1499532,0.1866672,0.2216989
1.175378,1.584161,1.584160964,1.95100344,0.3622514,0.3622514,0.3874199,0.1975322,0.2094522,0.1843391,0.1639284,0.1569417,0.1499532,0.1866672,0.2216989
1.175604,1.584161,1.584160964,1.95100344,0.3622514,0.3622514,0.3874199,0.1975322,0.2094522,0.1797788,0.1675581,0.1569417,0.1499532,0.1866672,0.2216989
1.175835,1.604462,1.604462245,2.034181399,0.3622514,0.3622514,0.3874199,0.1975322,0.2094522,0.1797788,0.1675581,0.1559456,0.1468554,0.1866672,0.2216989
1.176051,1.604462,1.604462245,2.034181399,0.3622514,0.3622514,0.3874199,0.1975322,0.2094522,0.1797788,0.1675581,0.1559456,0.1468554,0.1910425,0.2144359
1.25846,1.604462,1.604462245,2.034181399,0.3669965,0.3669965,0.388202,0.1975322,0.2094522,0.1797788,0.1675581,0.1559456,0.1468554,0.1910425,0.2144359
1.258736,1.626508,1.626507766,2.020385384,0.3669965,0.3669965,0.388202,0.1988846,0.2087407,0.1797788,0.1675581,0.1559456,0.1468554,0.1910425,0.2144359
1.258975,1.626508,1.626507766,2.020385384,0.3669965,0.3669965,0.388202,0.1988846,0.2087407,0.1765751,0.1702075,0.1559456,0.1468554,0.1910425,0.2144359
1.259206,1.640929,1.640929456,2.129234445,0.3669965,0.3669965,0.388202,0.1988846,0.2087407,0.1765751,0.1702075,0.1552588,0.1430525,0.1910425,0.2144359
1.259426,1.640929,1.640929456,2.129234445,0.3669965,0.3669965,0.388202,0.1988846,0.2087407,0.1765751,0.1702075,0.1552588,0.1430525,0.1947767,0.2079339
1.377398,1.640929,1.640929456,2.129234445,0.3712105,0.3712105,0.3843313,0.1988846,0.2087407,0.1765751,0.1702075,0.1552588,0.1430525,0.1947767,0.2079339
1.377676,1.661808,1.661807971,2.144101036,0.3712105,0.3712105,0.3843313,0.2001459,0.2094682,0.1765751,0.1702075,0.1552588,0.1430525,0.1947767,0.2079339
1.377904,1.661808,1.661807971,2.144101036,0.3712105,0.3712105,0.3843313,0.2001459,0.2094682,0.1738815,0.174068,0.1552588,0.1430525,0.1947767,0.2079339
1.378211,1.679716,1.679715872,2.210161504,0.3712105,0.3712105,0.3843313,0.2001459,0.2094682,0.1738815,0.174068,0.154429,0.1408984,0.1947767,0.2079339
1.378439,1.679716,1.679715872,2.210161504,0.3712105,0.3712105,0.3843313,0.2001459,0.2094682,0.1738815,0.174068,0.154429,0.1408984,0.1973501,0.1825008
1.442479,1.679716,1.679715872,2.210161504,0.3747804,0.3747804,0.3753692,0.2001459,0.2094682,0.1738815,0.174068,0.154429,0.1408984,0.1973501,0.1825008
1.442756,1.701357,1.701357026,2.253614415,0.3747804,0.3747804,0.3753692,0.2014311,0.2115173,0.1738815,0.174068,0.154429,0.1408984,0.1973501,0.1825008
1.442983,1.701357,1.701357026,2.253614415,0.3747804,0.3747804,0.3753692,0.2014311,0.2115173,0.1716596,0.1791123,0.154429,0.1408984,0.1973501,0.1825008
1.4432,1.72198,1.721980496,2.250150117,0.3747804,0.3747804,0.3753692,0.2014311,0.2115173,0.1716596,0.1791123,0.1535014,0.1410068,0.1973501,0.1825008
1.443417,1.72198,1.721980496,2.250150117,0.3747804,0.3747804,0.3753692,0.2014311,0.2115173,0.1716596,0.1791123,0.1535014,0.1410068,0.2018738,0.2125894
1.542692,1.72198,1.721980496,2.250150117,0.3775017,0.3775017,0.3676149,0.2014311,0.2115173,0.1716596,0.1791123,0.1535014,0.1410068,0.2018738,0.2125894
1.542964,1.744643,1.744643176,2.254020634,0.3775017,0.3775017,0.3676149,0.2027523,0.2116991,0.1716596,0.1791123,0.1535014,0.1410068,0.2018738,0.2125894
1.543186,1.744643,1.744643176,2.254020634,0.3775017,0.3775017,0.3676149,0.2027523,0.2116991,0.1700566,0.184855,0.1535014,0.1410068,0.2018738,0.2125894
1.543403,1.764964,1.76496384,2.213815712,0.3775017,0.3775017,0.3676149,0.2027523,0.2116991,0.1700566,0.184855,0.1526152,0.1422815,0.2018738,0.2125894
1.543631,1.764964,1.76496384,2.213815712,0.3775017,0.3775017,0.3676149,0.2027523,0.2116991,0.1700566,0.184855,0.1526152,0.1422815,0.2057523,0.2216057
1.649002,1.764964,1.76496384,2.213815712,0.3792666,0.3792666,0.3579527,0.2027523,0.2116991,0.1700566,0.184855,0.1526152,0.1422815,0.2057523,0.2216057
1.649291,1.788391,1.788391066,2.220286628,0.3792666,0.3792666,0.3579527,0.2040934,0.2120083,0.1700566,0.184855,0.1526152,0.1422815,0.2057523,0.2216057
1.649528,1.788391,1.788391066,2.220286628,0.3792666,0.3792666,0.3579527,0.2040934,0.2120083,0.1691571,0.1917218,0.1526152,0.1422815,0.2057523,0.2216057
1.649749,1.806008,1.80600763,2.11979991,0.3792666,0.3792666,0.3579527,0.2040934,0.2120083,0.1691571,0.1917218,0.151869,0.1456148,0.2057523,0.2216057
1.649964,1.806008,1.80600763,2.11979991,0.3792666,0.3792666,0.3579527,0.2040934,0.2120083,0.1691571,0.1917218,0.151869,0.1456148,0.208671,0.2243434
1.794096,1.806008,1.80600763,2.11979991,0.3804908,0.3804908,0.3519535,0.2040934,0.2120083,0.1691571,0.1917218,0.151869,0.1456148,0.208671,0.2243434
1.794378,1.827132,1.827131713,2.112876563,0.3804908,0.3804908,0.3519535,0.2052836,0.2116618,0.1691571,0.1917218,0.151869,0.1456148,0.208671,0.2243434
1.794622,1.827132,1.827131713,2.112876563,0.3804908,0.3804908,0.3519535,0.2052836,0.2116618,0.1688703,0.1964551,0.151869,0.1456148,0.208671,0.2243434
1.794859,1.844661,1.844661262,2.02299155,0.3804908,0.3804908,0.3519535,0.2052836,0.2116618,0.1688703,0.1964551,0.1511457,0.1488146,0.208671,0.2243434
1.795075,1.844661,1.844661262,2.02299155,0.3804908,0.3804908,0.3519535,0.2052836,0.2116618,0.1688703,0.1964551,0.1511457,0.1488146,0.2109373,0.2221031
1.877836,1.844661,1.844661262,2.02299155,0.3815582,0.3815582,0.3524995,0.2052836,0.2116618,0.1688703,0.1964551,0.1511457,0.1488146,0.2109373,0.2221031
1.878214,1.859891,1.859890552,1.956115595,0.3815582,0.3815582,0.3524995,0.2061292,0.2081338,0.1688703,0.1964551,0.1511457,0.1488146,0.2109373,0.2221031
1.878464,1.859891,1.859890552,1.956115595,0.3815582,0.3815582,0.3524995,0.2061292,0.2081338,0.1690347,0.1982571,0.1511457,0.1488146,0.2109373,0.2221031
1.878687,1.880279,1.880279403,1.934417098,0.3815582,0.3815582,0.3524995,0.2061292,0.2081338,0.1690347,0.1982571,0.150324,0.1496469,0.2109373,0.2221031
1.878903,1.880279,1.880279403,1.934417098,0.3815582,0.3815582,0.3524995,0.2061292,0.2081338,0.1690347,0.1982571,0.150324,0.1496469,0.2131157,0.220472
1.97794,1.880279,1.880279403,1.934417098,0.382707,0.382707,0.36077,0.2061292,0.2081338,0.1690347,0.1982571,0.150324,0.1496469,0.2131157,0.220472
1.97832,1.886092,1.88609174,1.796582844,0.382707,0.382707,0.36077,0.2064476,0.2005817,0.1690347,0.1982571,0.150324,0.1496469,0.2131157,0.220472
1.978552,1.886092,1.88609174,1.796582844,0.382707,0.382707,0.36077,0.2064476,0.2005817,0.1695215,0.1969714,0.150324,0.1496469,0.2131157,0.220472
1.978769,1.911317,1.911317186,1.848226109,0.382707,0.382707,0.36077,0.2064476,0.2005817,0.1695215,0.1969714,0.1493287,0.1475413,0.2131157,0.220472
1.978986,1.911317,1.911317186,1.848226109,0.382707,0.382707,0.36077,0.2064476,0.2005817,0.1695215,0.1969714,0.1493287,0.1475413,0.2152487,0.2201291
2.078806,1.911317,1.911317186,1.848226109,0.3836235,0.3836235,0.3708265,0.2064476,0.2005817,0.1695215,0.1969714,0.1493287,0.1475413,0.2152487,0.2201291
2.079081,1.906864,1.906864054,1.685793734,0.3836235,0.3836235,0.3708265,0.2062069,0.1915649,0.1695215,0.1969714,0.1493287,0.1475413,0.2152487,0.2201291
2.079309,1.906864,1.906864054,1.685793734,0.3836235,0.3836235,0.3708265,0.2062069,0.1915649,0.1704627,0.1953598,0.1493287,0.1475413,0.2152487,0.2201291
2.079526,1.935119,1.935119349,1.776476566,0.3836235,0.3836235,0.3708265,0.2062069,0.1915649,0.1704627,0.1953598,0.1482345,0.1437263,0.2152487,0.2201291
2.079747,1.935119,1.935119349,1.776476566,0.3836235,0.3836235,0.3708265,0.2062069,0.1915649,0.1704627,0.1953598,0.1482345,0.1437263,0.2164754,0.2088727
2.16223,1.935119,1.935119349,1.776476566,0.3840214,0.3840214,0.3790715,0.2062069,0.1915649,0.1704627,0.1953598,0.1482345,0.1437263,0.2164754,0.2088727
2.162511,1.919937,1.919937407,1.609991955,0.3840214,0.3840214,0.3790715,0.2053964,0.1823677,0.1704627,0.1953598,0.1482345,0.1437263,0.2164754,0.2088727
2.162738,1.919937,1.919937407,1.609991955,0.3840214,0.3840214,0.3790715,0.2053964,0.1823677,0.1720099,0.196368,0.1482345,0.1437263,0.2164754,0.2088727
2.162974,1.949925,1.949924762,1.730390201,0.3840214,0.3840214,0.3790715,0.2053964,0.1823677,0.1720099,0.196368,0.1470903,0.138636,0.2164754,0.2088727
2.163201,1.949925,1.949924762,1.730390201,0.3840214,0.3840214,0.3790715,0.2053964,0.1823677,0.1720099,0.196368,0.1470903,0.138636,0.2188411,0.241152
2.263311,1.949925,1.949924762,1.730390201,0.3834956,0.3834956,0.3785489,0.2053964,0.1823677,0.1720099,0.196368,0.1470903,0.138636,0.2188411,0.241152
2.263583,1.925976,1.925975668,1.609966733,0.3834956,0.3834956,0.3785489,0.2041312,0.1759075,0.1720099,0.196368,0.1470903,0.138636,0.2188411,0.241152
2.26381,1.925976,1.925975668,1.609966733,0.3834956,0.3834956,0.3785489,0.2041312,0.1759075,0.1743224,0.2018951,0.1470903,0.138636,0.2188411,0.241152
2.264056,1.953493,1.953492784,1.674521546,0.3834956,0.3834956,0.3785489,0.2041312,0.1759075,0.1743224,0.2018951,0.1460506,0.1359374,0.2188411,0.241152
2.264279,1.953493,1.953492784,1.674521546,0.3834956,0.3834956,0.3785489,0.2041312,0.1759075,0.1743224,0.2018951,0.1460506,0.1359374,0.2221698,0.2659024
2.378809,1.953493,1.953492784,1.674521546,0.38215,0.38215,0.3745975,0.2041312,0.1759075,0.1743224,0.2018951,0.1460506,0.1359374,0.2221698,0.2659024
2.379102,1.921712,1.921712422,1.604702659,0.38215,0.38215,0.3745975,0.2024639,0.1722013,0.1743224,0.2018951,0.1460506,0.1359374,0.2221698,0.2659024
2.379343,1.921712,1.921712422,1.604702659,0.38215,0.38215,0.3745975,0.2024639,0.1722013,0.1773283,0.2076231,0.1460506,0.1359374,0.2221698,0.2659024
2.379563,1.943367,1.943367013,1.585646025,0.38215,0.38215,0.3745975,0.2024639,0.1722013,0.1773283,0.2076231,0.1452347,0.1367519,0.2221698,0.2659024
2.379798,1.943367,1.943367013,1.585646025,0.38215,0.38215,0.3745975,0.2024639,0.1722013,0.1773283,0.2076231,0.1452347,0.1367519,0.2250667,0.2706567
2.479678,1.943367,1.943367013,1.585646025,0.3802508,0.3802508,0.3704981,0.2024639,0.1722013,0.1773283,0.2076231,0.1452347,0.1367519,0.2250667,0.2706567
2.479954,1.904189,1.904189452,1.526474197,0.3802508,0.3802508,0.3704981,0.2004128,0.1689577,0.1773283,0.2076231,0.1452347,0.1367519,0.2250667,0.2706567
2.496986,1.904189,1.904189452,1.526474197,0.3802508,0.3802508,0.3704981,0.2004128,0.1689577,0.1807939,0.2113111,0.1452347,0.1367519,0.2250667,0.2706567
2.497271,1.920175,1.920175014,1.474683039,0.3802508,0.3802508,0.3704981,0.2004128,0.1689577,0.1807939,0.2113111,0.1446289,0.1391325,0.2250667,0.2706567
2.497513,1.920175,1.920175014,1.474683039,0.3802508,0.3802508,0.3704981,0.2004128,0.1689577,0.1807939,0.2113111,0.1446289,0.1391325,0.2281198,0.2776012
2.57938,1.920175,1.920175014,1.474683039,0.3780198,0.3780198,0.3714024,0.2004128,0.1689577,0.1807939,0.2113111,0.1446289,0.1391325,0.2281198,0.2776012
2.579667,1.875582,1.87558248,1.375434488,0.3780198,0.3780198,0.3714024,0.198072,0.1631731,0.1807939,0.2113111,0.1446289,0.1391325,0.2281198,0.2776012
2.579897,1.875582,1.87558248,1.375434488,0.3780198,0.3780198,0.3714024,0.198072,0.1631731,0.1844015,0.2117923,0.1446289,0.1391325,0.2281198,0.2776012
2.580115,1.884709,1.884709232,1.318548597,0.3780198,0.3780198,0.3714024,0.198072,0.1631731,0.1844015,0.2117923,0.1442782,0.1421021,0.2281198,0.2776012
2.580328,1.884709,1.884709232,1.318548597,0.3780198,0.3780198,0.3714024,0.198072,0.1631731,0.1844015,0.2117923,0.1442782,0.1421021,0.2308983,0.2841692
2.663194,1.884709,1.884709232,1.318548597,0.3760088,0.3760088,0.3746207,0.198072,0.1631731,0.1844015,0.2117923,0.1442782,0.1421021,0.2308983,0.2841692
2.663466,1.835207,1.835207,1.21147989,0.3760088,0.3760088,0.3746207,0.1954535,0.1564079,0.1844015,0.2117923,0.1442782,0.1421021,0.2308983,0.2841692
2.663701,1.835207,1.835207,1.21147989,0.3760088,0.3760088,0.3746207,0.1954535,0.1564079,0.1877328,0.2097513,0.1442782,0.1421021,0.2308983,0.2841692
2.663919,1.838404,1.838403807,1.138229727,0.3760088,0.3760088,0.3746207,0.1954535,0.1564079,0.1877328,0.2097513,0.1441527,0.1466033,0.2308983,0.2841692
2.664138,1.838404,1.838403807,1.138229727,0.3760088,0.3760088,0.3746207,0.1954535,0.1564079,0.1877328,0.2097513,0.1441527,0.1466033,0.2338204,0.2907543
2.779433,1.838404,1.838403807,1.138229727,0.3740272,0.3740272,0.3715966,0.1954535,0.1564079,0.1877328,0.2097513,0.1441527,0.1466033,0.2338204,0.2907543
2.779706,1.786489,1.786489107,1.070198225,0.3740272,0.3740272,0.3715966,0.192674,0.1516616,0.1877328,0.2097513,0.1441527,0.1466033,0.2338204,0.2907543
2.779951,1.786489,1.786489107,1.070198225,0.3740272,0.3740272,0.3715966,0.192674,0.1516616,0.1907286,0.2088013,0.1441527,0.1466033,0.2338204,0.2907543
2.780164,1.78186,1.781860306,0.977767994,0.3740272,0.3740272,0.3715966,0.192674,0.1516616,0.1907286,0.2088013,0.1443399,0.1533762,0.2338204,0.2907543
2.780382,1.78186,1.781860306,0.977767994,0.3740272,0.3740272,0.3715966,0.192674,0.1516616,0.1907286,0.2088013,0.1443399,0.1533762,0.2369036,0.2886512
2.86316,1.78186,1.781860306,0.977767994,0.3720799,0.3720799,0.3631164,0.192674,0.1516616,0.1907286,0.2088013,0.1443399,0.1533762,0.2369036,0.2886512
2.863436,1.727496,1.727495774,0.954214974,0.3720799,0.3720799,0.3631164,0.189712,0.1498239,0.1907286,0.2088013,0.1443399,0.1533762,0.2369036,0.2886512
2.863663,1.727496,1.727495774,0.954214974,0.3720799,0.3720799,0.3631164,0.189712,0.1498239,0.193437,0.2092668,0.1443399,0.1533762,0.2369036,0.2886512
2.863884,1.713748,1.713747692,0.860581063,0.3720799,0.3720799,0.3631164,0.189712,0.1498239,0.193437,0.2092668,0.1449177,0.1615047,0.2369036,0.2886512
2.864114,1.713748,1.713747692,0.860581063,0.3720799,0.3720799,0.3631164,0.189712,0.1498239,0.193437,0.2092668,0.1449177,0.1615047,0.2400054,0.2845306
3.013379,1.713748,1.713747692,0.860581063,0.3702209,0.3702209,0.3538059,0.189712,0.1498239,0.193437,0.2092668,0.1449177,0.1615047,0.2400054,0.2845306
3.013661,1.657698,1.657697754,0.859894927,0.3702209,0.3702209,0.3538059,0.1865838,0.1497641,0.193437,0.2092668,0.1449177,0.1615047,0.2400054,0.2845306
3.013889,1.657698,1.657697754,0.859894927,0.3702209,0.3702209,0.3538059,0.1865838,0.1497641,0.1959085,0.210887,0.1449177,0.1615047,0.2400054,0.2845306
3.014314,1.636101,1.636100645,0.794055773,0.3702209,0.3702209,0.3538059,0.1865838,0.1497641,0.1959085,0.210887,0.145871,0.1680669,0.2400054,0.2845306
3.014559,1.636101,1.636100645,0.794055773,0.3702209,0.3702209,0.3538059,0.1865838,0.1497641,0.1959085,0.210887,0.145871,0.1680669,0.243093,0.2803626
3.098497,1.636101,1.636100645,0.794055773,0.3680714,0.3680714,0.3465787,0.1865838,0.1497641,0.1959085,0.210887,0.145871,0.1680669,0.243093,0.2803626
3.098794,1.581429,1.581428856,0.793562533,0.3680714,0.3680714,0.3465787,0.1834399,0.1497176,0.1959085,0.210887,0.145871,0.1680669,0.243093,0.2803626
3.099033,1.581429,1.581428856,0.793562533,0.3680714,0.3680714,0.3465787,0.1834399,0.1497176,0.1982966,0.2129323,0.145871,0.1680669,0.243093,0.2803626
